patch_name,image_file,label_tag,sentinel1_id,sar_date_from,sar_date_to,sar_center_time,min_lon,min_lat,max_lon,max_lat,s2_id,s2_datetime,s2_cloud,_key,s1_file,s2_file,s1_time,s2_time,dt_hours,s1_exists,s2_exists,obj_ul_lon,obj_ul_lat,obj_ur_lon,obj_ur_lat,obj_br_lon,obj_br_lat,obj_bl_lon,obj_bl_lat
S1_20190211_035040_035219_VV_1,ow-0036.jpg,ow-0036-01-000106,S1B_IW_GRDH_1SDV_20190211T035130_20190211T035155_014893_01BCCD_79F7.SAFE,2019-02-11 03:50:40+00:00,2019-02-11 03:52:19+00:00,2019-02-11T03:51:29Z,31.6162705523484,31.8473702133644,31.7738271576342,31.9828328542238,S2B_MSIL2A_20190211T084059_N0500_R064_T36SUA_20221128T223050.SAFE,2019-02-11 08:51:19+00:00,3.93,S1_20190211_035040_035219_VV_1||2019-02-11 08:51:19+00:00,dataset_out\sent1\S1_20190211_035040_035219_VV_1__S1__20190211T035040Z.png,dataset_out\sentinel2\S1_20190211_035040_035219_VV_1__S2__20190211T085119Z.png,2019-02-11 03:50:40+00:00,2019-02-11 08:51:19+00:00,5.010833333333333,True,True,31.7033240098523,31.9339125584844,31.6950001360883,31.9351776509702,31.6866213587236,31.895570376847,31.6949452324876,31.8943052843611
S1_20190223_035040_035219_VV_4,ow-0059.jpg,ow-0059-01-000155,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,2019-02-23 03:50:40+00:00,2019-02-23 03:52:19+00:00,2019-02-23T03:51:29Z,32.3962474848501,31.2115450877236,32.5536657666894,31.3479073354745,S2A_MSIL2A_20190223T082941_N0500_R021_T36RVV_20221127T102806.SAFE,2019-02-23 08:41:30+00:00,4.03,S1_20190223_035040_035219_VV_4||2019-02-23 08:41:30+00:00,dataset_out\sent1\S1_20190223_035040_035219_VV_4__S1__20190223T035040Z.png,dataset_out\sentinel2\S1_20190223_035040_035219_VV_4__S2__20190223T084130Z.png,2019-02-23 03:50:40+00:00,2019-02-23 08:41:30+00:00,4.847222222222222,True,True,32.4800538673019,31.306691527023,32.476754342888,31.307219143065,32.4758799355189,31.3032571628563,32.4791794599329,31.3027295468143
S1_20190223_035040_035219_VV_0,ow-0058.jpg,ow-0058-01-000153,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,2019-02-23 03:50:40+00:00,2019-02-23 03:52:19+00:00,2019-02-23T03:51:29Z,32.2606034569676,31.3324732563315,32.4774026731093,31.5202015182103,S2A_MSIL2A_20190223T082941_N0500_R021_T36RVV_20221127T102806.SAFE,2019-02-23 08:41:30+00:00,4.03,S1_20190223_035040_035219_VV_0||2019-02-23 08:41:30+00:00,dataset_out\sent1\S1_20190223_035040_035219_VV_0__S1__20190223T035040Z.png,dataset_out\sentinel2\S1_20190223_035040_035219_VV_0__S2__20190223T084130Z.png,2019-02-23 03:50:40+00:00,2019-02-23 08:41:30+00:00,4.847222222222222,True,True,32.324316607921,31.4941845467127,32.3135883982149,31.4958882996612,32.3120876879719,31.4890452841883,32.322815897678,31.4873415312398
S1_20190325_035117_035258_VV_1,ow-0145.jpg,ow-0145-01-000385,S1A_IW_GRDH_1SDV_20190325T035142_20190325T035207_026489_02F78B_D467.SAFE,2019-03-25 03:51:17+00:00,2019-03-25 03:52:58+00:00,2019-03-25T03:52:07Z,31.6149428039111,33.216420428244,31.7745670905078,33.3512900802931,S2A_MSIL2A_20190325T082601_N0500_R021_T36SUC_20221115T125318.SAFE,2019-03-25 08:40:52+00:00,5.47,S1_20190325_035117_035258_VV_1||2019-03-25 08:40:52+00:00,dataset_out\sent1\S1_20190325_035117_035258_VV_1__S1__20190325T035117Z.png,dataset_out\sentinel2\S1_20190325_035117_035258_VV_1__S2__20190325T084052Z.png,2019-03-25 03:51:17+00:00,2019-03-25 08:40:52+00:00,4.826388888888889,True,True,31.6989667750768,33.2925171250298,31.6943079538074,33.2931932899103,31.6909948994779,33.2773533722757,31.6956537207473,33.2766772073952
S1_20190422_155638_155818_VV_2,ow-0207.jpg,ow-0207-02-000553,S1A_IW_GRDH_1SDV_20190422T155753_20190422T155818_026905_0306B7_9E35.SAFE,2019-04-22 15:56:38+00:00,2019-04-22 15:58:18+00:00,2019-04-22T15:57:28Z,31.7557263011067,34.6204021740532,31.9173477895427,34.7545127726657,S2B_MSIL2A_20190422T083609_N0500_R064_T36SUD_20221027T030153.SAFE,2019-04-22 08:50:42+00:00,0.0,S1_20190422_155638_155818_VV_2||2019-04-22 08:50:42+00:00,dataset_out\sent1\S1_20190422_155638_155818_VV_2__S1__20190422T155638Z.png,dataset_out\sentinel2\S1_20190422_155638_155818_VV_2__S2__20190422T085042Z.png,2019-04-22 15:56:38+00:00,2019-04-22 08:50:42+00:00,-7.098888888888889,True,True,31.8286172380742,34.6882295346631,31.8704783368649,34.6939349315326,31.8600032428234,34.7452744177463,31.8181421440327,34.7395690208768
S1_20190424_035041_035220_VV_0,ow-0216.jpg,ow-0216-01-000572,S1B_IW_GRDH_1SDV_20190424T035041_20190424T035106_015943_01DF52_4650.SAFE,2019-04-24 03:50:41+00:00,2019-04-24 03:52:20+00:00,2019-04-24T03:51:30Z,31.7434401730549,34.5774302851964,31.9051300495009,34.7121726747568,S2A_MSIL2A_20190424T082611_N0500_R021_T36SUD_20221025T084521.SAFE,2019-04-24 08:40:43+00:00,0.0,S1_20190424_035041_035220_VV_0||2019-04-24 08:40:43+00:00,dataset_out\sent1\S1_20190424_035041_035220_VV_0__S1__20190424T035041Z.png,dataset_out\sentinel2\S1_20190424_035041_035220_VV_0__S2__20190424T084043Z.png,2019-04-24 03:50:41+00:00,2019-04-24 08:40:43+00:00,4.833888888888889,True,True,31.8546199494173,34.6995989669825,31.840815325307,34.7015526535469,31.8359388255176,34.6777915142393,31.8497434496279,34.6758378276748
S1_20190427_160450_160630_VV_2,ow-0223.jpg,ow-0223-01-000583,S1A_IW_GRDH_1SDV_20190427T160515_20190427T160540_026978_03096D_9164.SAFE,2019-04-27 16:04:50+00:00,2019-04-27 16:06:30+00:00,2019-04-27T16:05:40Z,30.0842257802703,31.5065017136571,30.2407215783014,31.6412874198342,S2A_MSIL2A_20190427T083601_N0500_R064_T35RQQ_20221025T160534.SAFE,2019-04-27 08:51:43+00:00,0.02,S1_20190427_160450_160630_VV_2||2019-04-27 08:51:43+00:00,dataset_out\sent1\S1_20190427_160450_160630_VV_2__S1__20190427T160450Z.png,dataset_out\sentinel2\S1_20190427_160450_160630_VV_2__S2__20190427T085143Z.png,2019-04-27 16:04:50+00:00,2019-04-27 08:51:43+00:00,-7.218611111111111,True,True,30.1705609045125,31.5635601417652,30.1726412883971,31.5638626906881,30.1708899461908,31.5725193838218,30.1688095623062,31.5722168348989
S1_20190427_160450_160630_VV_3,ow-0224.jpg,ow-0224-01-000588,S1A_IW_GRDH_1SDV_20190427T160515_20190427T160540_026978_03096D_9164.SAFE,2019-04-27 16:04:50+00:00,2019-04-27 16:06:30+00:00,2019-04-27T16:05:40Z,30.1966556821332,31.6060252945615,30.3531514801643,31.7408110007386,S2A_MSIL2A_20190427T083601_N0500_R064_T36RTV_20221025T160534.SAFE,2019-04-27 08:51:41+00:00,0.01,S1_20190427_160450_160630_VV_3||2019-04-27 08:51:41+00:00,dataset_out\sent1\S1_20190427_160450_160630_VV_3__S1__20190427T160450Z.png,dataset_out\sentinel2\S1_20190427_160450_160630_VV_3__S2__20190427T085141Z.png,2019-04-27 16:04:50+00:00,2019-04-27 08:51:41+00:00,-7.219166666666666,True,True,30.2221065361055,31.6221112276261,30.225019073544,31.6225347961181,30.2244717791045,31.6252400127224,30.2215592416661,31.6248164442304
S1_20190429_154837_155017_VV_2,ow-0230.jpg,ow-0230-01-000601,S1A_IW_GRDH_1SDV_20190429T154837_20190429T154902_027007_030A73_8C50.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.5472973411483,31.2656005602489,32.7046633909189,31.4019816477283,S2B_MSIL2A_20190429T082609_N0500_R021_T36RVV_20221103T184104.SAFE,2019-04-29 08:41:41+00:00,0.49,S1_20190429_154837_155017_VV_2||2019-04-29 08:41:41+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_2__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_2__S2__20190429T084141Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:41+00:00,-7.115555555555556,True,True,32.6250055463066,31.3304653224195,32.6291294306458,31.3311249692353,32.6278990333358,31.3367084755957,32.6237751489966,31.33604882878
S1_20190429_154837_155017_VV_3,ow-0231.jpg,ow-0231-01-000602,S1A_IW_GRDH_1SDV_20190429T154837_20190429T154902_027007_030A73_8C50.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.5147365559087,31.3940360719877,32.6728263022107,31.5302435357961,S2B_MSIL2A_20190429T082609_N0500_R021_T36RVV_20221103T184104.SAFE,2019-04-29 08:41:41+00:00,0.49,S1_20190429_154837_155017_VV_3||2019-04-29 08:41:41+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_3__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_3__S2__20190429T084141Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:41+00:00,-7.115555555555556,True,True,32.5914943592071,31.4578667804881,32.6002144804691,31.4592407685053,32.5986781420114,31.4662650648152,32.5899580207494,31.4648910767981
S1_20190429_154837_155017_VV_4,ow-0232.jpg,ow-0232-01-000603,S1A_IW_GRDH_1SDV_20190429T154837_20190429T154902_027007_030A73_8C50.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.2018515771869,31.4798746927627,32.3602610349436,31.6165196189181,S2B_MSIL2A_20190429T082609_N0500_R021_T36RVV_20221103T184104.SAFE,2019-04-29 08:41:41+00:00,0.49,S1_20190429_154837_155017_VV_4||2019-04-29 08:41:41+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_4__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_4__S2__20190429T084141Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:41+00:00,-7.115555555555556,True,True,32.2917986792896,31.4961839566419,32.3027874456821,31.4979525549915,32.3007382879797,31.5071395887553,32.2897495215872,31.5053709904057
S1_20190429_154837_155017_VV_5,ow-0233.jpg,ow-0233-01-000605,S1A_IW_GRDH_1SDV_20190429T154902_20190429T154927_027007_030A73_CA6D.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.5398474685205,31.8036051704286,32.6979372148224,31.939812634237,S2B_MSIL2A_20190429T082609_N0500_R021_T36SVA_20221103T184104.SAFE,2019-04-29 08:41:27+00:00,0.03,S1_20190429_154837_155017_VV_5||2019-04-29 08:41:27+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_5__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_5__S2__20190429T084127Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:27+00:00,-7.1194444444444445,True,True,32.6175465125433,31.8700063090352,32.6212837073698,31.8705951610425,32.6207322012568,31.8731167033076,32.6169950064302,31.8725278513003
S1_20190429_154837_155017_VV_6,ow-0234.jpg,ow-0234-01-000606,S1A_IW_GRDH_1SDV_20190429T154902_20190429T154927_027007_030A73_CA6D.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.6168551614304,32.1975528308042,32.775849583516,32.3335580745018,S2B_MSIL2A_20190429T082609_N0500_R021_T36SVA_20221103T184104.SAFE,2019-04-29 08:41:27+00:00,0.03,S1_20190429_154837_155017_VV_6||2019-04-29 08:41:27+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_6__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_6__S2__20190429T084127Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:27+00:00,-7.1194444444444445,True,True,32.7287210063576,32.2737417897401,32.7579945449344,32.2782830499683,32.7556739521915,32.2889072165612,32.7264004136147,32.2843659563329
S1_20190429_154837_155017_VV_7,ow-0235.jpg,ow-0235-01-000608,S1A_IW_GRDH_1SDV_20190429T154902_20190429T154927_027007_030A73_CA6D.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,32.7581611285629,32.2303240784596,32.9170422641079,32.3661772091818,S2B_MSIL2A_20190429T082609_N0500_R021_T36SVA_20221103T184104.SAFE,2019-04-29 08:41:27+00:00,0.03,S1_20190429_154837_155017_VV_7||2019-04-29 08:41:27+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_7__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_7__S2__20190429T084127Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:41:27+00:00,-7.1194444444444445,True,True,32.8201051163388,32.2922071552774,32.852529805384,32.2971999956032,32.8510845767976,32.3038621654195,32.8186598877525,32.2988693250936
S1_20190429_154837_155017_VV_9,ow-0237.jpg,ow-0237-01-000610,S1A_IW_GRDH_1SDV_20190429T154902_20190429T154927_027007_030A73_CA6D.SAFE,2019-04-29 15:48:37+00:00,2019-04-29 15:50:17+00:00,2019-04-29T15:49:27Z,33.9063741595149,33.3051945862358,34.0650202437788,33.4393881341796,S2B_MSIL2A_20190429T082609_N0500_R021_T36SWC_20221103T184104.SAFE,2019-04-29 08:40:54+00:00,2.3,S1_20190429_154837_155017_VV_9||2019-04-29 08:40:54+00:00,dataset_out\sent1\S1_20190429_154837_155017_VV_9__S1__20190429T154837Z.png,dataset_out\sentinel2\S1_20190429_154837_155017_VV_9__S2__20190429T084054Z.png,2019-04-29 15:48:37+00:00,2019-04-29 08:40:54+00:00,-7.128611111111111,True,True,33.9803595208565,33.3685786598401,33.992412213473,33.3702785027682,33.9912463331848,33.3760338823812,33.9791936405684,33.3743340394531
S1_20190504_155639_155819_VV_0,ow-0249.jpg,ow-0249-01-000637,S1A_IW_GRDH_1SDV_20190504T155704_20190504T155729_027080_030D1A_1E63.SAFE,2019-05-04 15:56:39+00:00,2019-05-04 15:58:19+00:00,2019-05-04T15:57:29Z,32.1731339515089,31.6724853919517,32.3298097048151,31.8072099267381,S2A_MSIL2A_20190504T082611_N0500_R021_T36SVA_20230717T155903.SAFE,2019-05-04 08:41:23+00:00,1.25,S1_20190504_155639_155819_VV_0||2019-05-04 08:41:23+00:00,dataset_out\sent1\S1_20190504_155639_155819_VV_0__S1__20190504T155639Z.png,dataset_out\sentinel2\S1_20190504_155639_155819_VV_0__S2__20190504T084123Z.png,2019-05-04 15:56:39+00:00,2019-05-04 08:41:23+00:00,-7.254444444444444,True,True,32.2407732763291,31.7078626567883,32.2722398900843,31.7124253006198,32.2641915797153,31.7522695898047,32.2327249659602,31.7477069459732
S1_20190511_154837_155017_VV_0,ow-0264.jpg,ow-0264-01-000663,S1A_IW_GRDH_1SDV_20190511T154837_20190511T154902_027182_031070_1CA1.SAFE,2019-05-11 15:48:37+00:00,2019-05-11 15:50:17+00:00,2019-05-11T15:49:27Z,34.2178558325134,31.6427253230504,34.3745308184923,31.7771038011091,S2A_MSIL2A_20190511T081611_N0500_R121_T36SXA_20221217T044441.SAFE,2019-05-11 08:31:21+00:00,1.47,S1_20190511_154837_155017_VV_0||2019-05-11 08:31:21+00:00,dataset_out\sent1\S1_20190511_154837_155017_VV_0__S1__20190511T154837Z.png,dataset_out\sentinel2\S1_20190511_154837_155017_VV_0__S2__20190511T083121Z.png,2019-05-11 15:48:37+00:00,2019-05-11 08:31:21+00:00,-7.2877777777777775,True,True,34.292090476352,31.7004372269963,34.3037719828462,31.7021201691552,34.3002961746537,31.7193918971631,34.2886146681595,31.7177089550043
S1_20190512_035118_035259_VV_0,ow-0266.jpg,ow-0266-01-000665,S1A_IW_GRDH_1SDV_20190512T035208_20190512T035233_027189_0310AB_E893.SAFE,2019-05-12 03:51:18+00:00,2019-05-12 03:52:59+00:00,2019-05-12T03:52:08Z,31.2603430791179,32.2578809195857,31.4178025299194,32.3927589743101,S2B_MSIL2A_20190512T083609_N0500_R064_T36SUA_20221206T001110.SAFE,2019-05-12 08:51:27+00:00,0.35,S1_20190512_035118_035259_VV_0||2019-05-12 08:51:27+00:00,dataset_out\sent1\S1_20190512_035118_035259_VV_0__S1__20190512T035118Z.png,dataset_out\sentinel2\S1_20190512_035118_035259_VV_0__S2__20190512T085127Z.png,2019-05-12 03:51:18+00:00,2019-05-12 08:51:27+00:00,5.0025,True,True,31.3484287732826,32.337300714478,31.3338018892429,32.339449858265,31.3286855522706,32.3146036611809,31.3433124363103,32.3124545173939
S1_20190512_035118_035259_VV_1,ow-0267.jpg,ow-0267-01-000666,S1A_IW_GRDH_1SDV_20190512T035208_20190512T035233_027189_0310AB_E893.SAFE,2019-05-12 03:51:18+00:00,2019-05-12 03:52:59+00:00,2019-05-12T03:52:08Z,31.2968176329476,32.109878047734,31.4542770837491,32.2447561024584,S2B_MSIL2A_20190512T083609_N0500_R064_T36SUA_20221206T001110.SAFE,2019-05-12 08:51:27+00:00,0.35,S1_20190512_035118_035259_VV_1||2019-05-12 08:51:27+00:00,dataset_out\sent1\S1_20190512_035118_035259_VV_1__S1__20190512T035118Z.png,dataset_out\sentinel2\S1_20190512_035118_035259_VV_1__S2__20190512T085127Z.png,2019-05-12 03:51:18+00:00,2019-05-12 08:51:27+00:00,5.0025,True,True,31.3541327610419,32.1778666518166,31.3457745415907,32.1790947339806,31.3444769198948,32.1727931622563,31.352835139346,32.1715650800923
